date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:47:15	1620/1620	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jun%202023%2005:26:42%20GMT	https://static.wixstatic.com/media/91919f_dd9e56992786419c9ada9d8efdb1c219~mv2.jpg/v1/fill/w_34,h_32,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/linkedin_edited.jpg	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_dd9e56992786419c9ada9d8efdb1c219_mv2.jpg/v1/fill/w_34,h_32,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/linkedin_edited.jpg	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:16	21117/21117	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jun%202023%2005:26:42%20GMT	https://static.wixstatic.com/media/91919f_a47d259865cd45e9bb6f909fbe08b32d~mv2.jpg/v1/fill/w_289,h_288,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/312268277_6262581933774647_227017899942157766_n.jpg	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_a47d259865cd45e9bb6f909fbe08b32d_mv2.jpg/v1/fill/w_289,h_288,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/312268277_6262581933774647_227017899942157766_n.jpg	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:16	2118/2118	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Jun%202023%2006:22:59%20GMT	https://static.wixstatic.com/media/91919f_2106feced8764ccb80e9388c97989fe9~mv2.png/v1/fill/w_67,h_48,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/latent%20information%20(1).png	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_2106feced8764ccb80e9388c97989fe9_mv2.png/v1/fill/w_67,h_48,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/latent%20information%20(1).jpg	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:16	5027/5027	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Jun%202023%2006:22:59%20GMT	https://static.wixstatic.com/media/91919f_f9b4f9cc650448b9821a0e74413edb33~mv2.png/v1/fill/w_73,h_36,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/91919f_f9b4f9cc650448b9821a0e74413edb33~mv2.png	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_f9b4f9cc650448b9821a0e74413edb33_mv2.png/v1/fill/w_73,h_36,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/91919f_f9b4f9cc650448b9821a0e74413edb33_mv2.png	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:17	6526789/6526789	---M--	200	added ('OK')	image/gif	etag:%22140a052863ef8531c1702d93a0b58297%22	https://static.wixstatic.com/media/91919f_666e4e754dbf4de79b28d00a702ee94a~mv2.gif	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_666e4e754dbf4de79b28d00a702ee94a_mv2.gif	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:17	10284/10284	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Jun%202023%2006:23:00%20GMT	https://static.wixstatic.com/media/91919f_0d76719fa2934ab5a0e09954cf77f5ce~mv2.png/v1/fill/w_100,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/vae.png	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_0d76719fa2934ab5a0e09954cf77f5ce_mv2.png/v1/fill/w_100,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/vae.png	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:17	3939/3939	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Jun%202023%2006:23:00%20GMT	https://static.wixstatic.com/media/91919f_5b0937066bf3425ca1fb04923b03bb6d~mv2.png/v1/fill/w_74,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/WAVRESNET.png	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_5b0937066bf3425ca1fb04923b03bb6d_mv2.png/v1/fill/w_74,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/WAVRESNET.png	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:17	7831/7831	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Jun%202023%2006:23:00%20GMT	https://static.wixstatic.com/media/91919f_546441bcdf734f8f90b28d947d413a05~mv2.png/v1/fill/w_77,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/NF.png	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_546441bcdf734f8f90b28d947d413a05_mv2.png/v1/fill/w_77,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/NF.png	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:17	6178/6178	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Jun%202023%2006:23:00%20GMT	https://static.wixstatic.com/media/91919f_c646e7106acb4e69a97c5cd5e7bbc164~mv2.png/v1/fill/w_79,h_30,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/91919f_c646e7106acb4e69a97c5cd5e7bbc164~mv2.png	C:/Users/EZIGO/Downloads/portfolio/static.wixstatic.com/media/91919f_c646e7106acb4e69a97c5cd5e7bbc164_mv2.png/v1/fill/w_79,h_30,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/91919f_c646e7106acb4e69a97c5cd5e7bbc164_mv2.png	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:18	1352/1352	---M-Z	200	added ('OK')	application/javascript	etag:W/%22af3230c217c2930bf0dfd2206f26e66f%22	https://static.parastorage.com/services/wix-thunderbolt/dist/createPlatformWorker.inline.76bd41df.bundle.min.js	C:/Users/EZIGO/Downloads/portfolio/static.parastorage.com/services/wix-thunderbolt/dist/createPlatformWorker.inline.76bd41df.bundle.min.js	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:18	82600/82600	---M-Z	200	added ('OK')	application/javascript	etag:W/%224fab2e735f82be8ec0110a48185f8f32%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.6e814bc1.bundle.min.js	C:/Users/EZIGO/Downloads/portfolio/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.6e814bc1.bundle.min.js	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:18	150098/150098	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fcc22f4aa73779045ddc655f1538d65c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.25ba3d89.bundle.min.js	C:/Users/EZIGO/Downloads/portfolio/static.parastorage.com/services/wix-thunderbolt/dist/main.25ba3d89.bundle.min.js	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:19	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/EZIGO/Downloads/portfolio/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:19	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/Users/EZIGO/Downloads/portfolio/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:19	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/Users/EZIGO/Downloads/portfolio/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:20	7897/7897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282ef8cd522818464cafdf4bf58ab1ffa%22	https://static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	C:/Users/EZIGO/Downloads/portfolio/static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
02:47:20	27728/27728	---M-Z	200	added ('OK')	application/javascript	etag:W/%229562c76ed2a51f076cdd128b590e7b83%22	https://static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	C:/Users/EZIGO/Downloads/portfolio/static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	(from https://somshubhraroy165.wixsite.com/somshubhra-roy-portf)
